id,question,answer_coordinates,answer_text,aggregation_labels
0,What merchant did I spend the most on?,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2], [13, 2], [14, 2], [15, 2], [16, 2], [17, 2], [18, 2], [19, 2], [20, 2], [21, 2], [22, 2], [23, 2], [24, 2], [25, 2], [26, 2], [27, 2], [28, 2], [29, 2], [30, 2], [31, 2], [32, 2], [33, 2], [34, 2], [35, 2], [36, 2], [37, 2], [38, 2], [39, 2], [40, 2], [41, 2], [42, 2], [43, 2], [44, 2], [45, 2], [46, 2], [47, 2]]",Howard-Stanley,3
0,What was my biggest transaction amount at Cruz-Anderson?,"[[0, 1]]",241.05,7
0,What was my smallest transaction amount at Cruz-Anderson?,"[[0, 1]]",241.05,7
0,What was my biggest transaction amount at Hancock-Vargas?,"[[1, 1]]",159.29,7
0,What was my smallest transaction amount at Hancock-Vargas?,"[[1, 1]]",159.29,7
0,"What was my biggest transaction amount at Greer, Grant and Dyer?","[[2, 1]]",180.24,7
0,"What was my smallest transaction amount at Greer, Grant and Dyer?","[[2, 1]]",180.24,7
0,What was my biggest transaction amount at Lewis-Hansen?,"[[3, 1]]",62.4,7
0,What was my smallest transaction amount at Lewis-Hansen?,"[[3, 1]]",62.4,7
0,What was my biggest transaction amount at Shaw-Graves?,"[[4, 1]]",29.97,7
0,What was my smallest transaction amount at Shaw-Graves?,"[[4, 1]]",29.97,7
0,"What was my biggest transaction amount at Lutz, Carter and Shea?","[[5, 1]]",192.34,7
0,"What was my smallest transaction amount at Lutz, Carter and Shea?","[[5, 1]]",192.34,7
0,"What was my biggest transaction amount at Simmons, Jensen and Huerta?","[[6, 1]]",245.64,7
0,"What was my smallest transaction amount at Simmons, Jensen and Huerta?","[[6, 1]]",245.64,7
0,What was my biggest transaction amount at Mejia Inc?,"[[7, 1]]",235.37,7
0,What was my smallest transaction amount at Mejia Inc?,"[[7, 1]]",235.37,7
0,What was my biggest transaction amount at Rose-Brown?,"[[8, 1]]",148.43,7
0,What was my smallest transaction amount at Rose-Brown?,"[[8, 1]]",148.43,7
0,What was my biggest transaction amount at Barber LLC?,"[[9, 1]]",33.32,7
0,What was my smallest transaction amount at Barber LLC?,"[[9, 1]]",33.32,7
0,"What was my biggest transaction amount at Jackson, Green and Jones?","[[10, 1]]",53.67,7
0,"What was my smallest transaction amount at Jackson, Green and Jones?","[[10, 1]]",53.67,7
0,What was my biggest transaction amount at Howard-Stanley?,"[[15, 1]]",155.54,7
0,What was my smallest transaction amount at Howard-Stanley?,"[[11, 1]]",107.17,7
0,"What was my biggest transaction amount at Wagner, Blanchard and Cox?","[[12, 1]]",15.32,7
0,"What was my smallest transaction amount at Wagner, Blanchard and Cox?","[[12, 1]]",15.32,7
0,What was my biggest transaction amount at Mcdaniel LLC?,"[[13, 1]]",89.48,7
0,What was my smallest transaction amount at Mcdaniel LLC?,"[[13, 1]]",89.48,7
0,"What was my biggest transaction amount at Jones, Franco and Tucker?","[[14, 1]]",7.51,7
0,"What was my smallest transaction amount at Jones, Franco and Tucker?","[[14, 1]]",7.51,7
0,"What was my biggest transaction amount at Wright, Gardner and Mason?","[[16, 1]]",170.13,7
0,"What was my smallest transaction amount at Wright, Gardner and Mason?","[[16, 1]]",170.13,7
0,"What was my biggest transaction amount at Jarvis, Taylor and Evans?","[[17, 1]]",8.88,7
0,"What was my smallest transaction amount at Jarvis, Taylor and Evans?","[[17, 1]]",8.88,7
0,What was my biggest transaction amount at Matthews-Tucker?,"[[18, 1]]",204.84,7
0,What was my smallest transaction amount at Matthews-Tucker?,"[[18, 1]]",204.84,7
0,"What was my biggest transaction amount at Phillips, Adams and Bullock?","[[19, 1]]",201.82,7
0,"What was my smallest transaction amount at Phillips, Adams and Bullock?","[[19, 1]]",201.82,7
0,What was my biggest transaction amount at Mitchell PLC?,"[[20, 1]]",63.24,7
0,What was my smallest transaction amount at Mitchell PLC?,"[[20, 1]]",63.24,7
0,What was my biggest transaction amount at Johnson Group?,"[[21, 1]]",249.71,7
0,What was my smallest transaction amount at Johnson Group?,"[[21, 1]]",249.71,7
0,"What was my biggest transaction amount at Henry, Marshall and Lee?","[[22, 1]]",240.57,7
0,"What was my smallest transaction amount at Henry, Marshall and Lee?","[[22, 1]]",240.57,7
0,"What was my biggest transaction amount at Tucker, Patterson and Newton?","[[23, 1]]",25.52,7
0,"What was my smallest transaction amount at Tucker, Patterson and Newton?","[[23, 1]]",25.52,7
0,"What was my biggest transaction amount at Young, Mullen and Edwards?","[[24, 1]]",73.65,7
0,"What was my smallest transaction amount at Young, Mullen and Edwards?","[[24, 1]]",73.65,7
0,What was my biggest transaction amount at Reyes-Wolfe?,"[[25, 1]]",166.75,7
0,What was my smallest transaction amount at Reyes-Wolfe?,"[[25, 1]]",166.75,7
0,What was my biggest transaction amount at Scott-Boone?,"[[26, 1]]",175.22,7
0,What was my smallest transaction amount at Scott-Boone?,"[[26, 1]]",175.22,7
0,"What was my biggest transaction amount at Holmes, Blanchard and Carlson?","[[27, 1]]",157.29,7
0,"What was my smallest transaction amount at Holmes, Blanchard and Carlson?","[[27, 1]]",157.29,7
0,What was my biggest transaction amount at Rose-Moore?,"[[28, 1]]",245.75,7
0,What was my smallest transaction amount at Rose-Moore?,"[[28, 1]]",245.75,7
0,What was my biggest transaction amount at Cross-Martin?,"[[29, 1]]",245.29,7
0,What was my smallest transaction amount at Cross-Martin?,"[[29, 1]]",245.29,7
0,What was my biggest transaction amount at Gamble LLC?,"[[30, 1]]",196.62,7
0,What was my smallest transaction amount at Gamble LLC?,"[[30, 1]]",196.62,7
0,What was my biggest transaction amount at Holloway-Williams?,"[[31, 1]]",58.48,7
0,What was my smallest transaction amount at Holloway-Williams?,"[[31, 1]]",58.48,7
0,"What was my biggest transaction amount at Cooper, Hayes and Olson?","[[32, 1]]",83.16,7
0,"What was my smallest transaction amount at Cooper, Hayes and Olson?","[[32, 1]]",83.16,7
0,What was my biggest transaction amount at Green-Lester?,"[[33, 1]]",46.31,7
0,What was my smallest transaction amount at Green-Lester?,"[[33, 1]]",46.31,7
0,What was my biggest transaction amount at Webb-Anderson?,"[[34, 1]]",116.17,7
0,What was my smallest transaction amount at Webb-Anderson?,"[[34, 1]]",116.17,7
0,"What was my biggest transaction amount at Mendoza, Smith and Gregory?","[[35, 1]]",69.72,7
0,"What was my smallest transaction amount at Mendoza, Smith and Gregory?","[[35, 1]]",69.72,7
0,What was my biggest transaction amount at Davis Group?,"[[36, 1]]",36.56,7
0,What was my smallest transaction amount at Davis Group?,"[[36, 1]]",36.56,7
0,What was my biggest transaction amount at Bradley and Sons?,"[[37, 1]]",235.1,7
0,What was my smallest transaction amount at Bradley and Sons?,"[[37, 1]]",235.1,7
0,"What was my biggest transaction amount at Norman, Jenkins and Cortez?","[[38, 1]]",115.98,7
0,"What was my smallest transaction amount at Norman, Jenkins and Cortez?","[[38, 1]]",115.98,7
0,What was my biggest transaction amount at Garrett-Rodriguez?,"[[39, 1]]",182.12,7
0,What was my smallest transaction amount at Garrett-Rodriguez?,"[[39, 1]]",182.12,7
0,What was my biggest transaction amount at Robbins-Marshall?,"[[40, 1]]",246.35,7
0,What was my smallest transaction amount at Robbins-Marshall?,"[[40, 1]]",246.35,7
0,"What was my biggest transaction amount at Hodges, Harris and Jackson?","[[41, 1]]",135.11,7
0,"What was my smallest transaction amount at Hodges, Harris and Jackson?","[[41, 1]]",135.11,7
0,What was my biggest transaction amount at Gallegos-Walsh?,"[[42, 1]]",25.53,7
0,What was my smallest transaction amount at Gallegos-Walsh?,"[[42, 1]]",25.53,7
0,What was my biggest transaction amount at Miller-Flores?,"[[43, 1]]",134.95,7
0,What was my smallest transaction amount at Miller-Flores?,"[[43, 1]]",134.95,7
0,What was my biggest transaction amount at Fox Inc?,"[[44, 1]]",50.22,7
0,What was my smallest transaction amount at Fox Inc?,"[[44, 1]]",50.22,7
0,"What was my biggest transaction amount at Phillips, Hebert and Smith?","[[45, 1]]",231.68,7
0,"What was my smallest transaction amount at Phillips, Hebert and Smith?","[[45, 1]]",231.68,7
0,What was my biggest transaction amount at Rodriguez PLC?,"[[46, 1]]",89.27,7
0,What was my smallest transaction amount at Rodriguez PLC?,"[[46, 1]]",89.27,7
0,What was my biggest transaction amount at Bauer-Bennett?,"[[47, 1]]",27.24,7
0,What was my smallest transaction amount at Bauer-Bennett?,"[[47, 1]]",27.24,7
0,What was my biggest transaction amount in agricultural?,"[[21, 1]]",249.71,7
0,What was my smallest transaction amount in agricultural?,"[[46, 1]]",89.27,7
0,What was my biggest transaction amount in contracted?,"[[7, 1]]",235.37,7
0,What was my smallest transaction amount in contracted?,"[[36, 1]]",36.56,7
0,What was my biggest transaction amount in transportation?,"[[29, 1]]",245.29,7
0,What was my smallest transaction amount in transportation?,"[[25, 1]]",166.75,7
0,What was my biggest transaction amount in utility?,"[[37, 1]]",235.1,7
0,What was my smallest transaction amount in utility?,"[[12, 1]]",15.32,7
0,What was my biggest transaction amount in retail?,"[[19, 1]]",201.82,7
0,What was my smallest transaction amount in retail?,"[[9, 1]]",33.32,7
0,What was my biggest transaction amount in clothing?,"[[33, 1]]",46.31,7
0,What was my smallest transaction amount in clothing?,"[[33, 1]]",46.31,7
0,What was my biggest transaction amount in misc?,"[[22, 1]]",240.57,7
0,What was my smallest transaction amount in misc?,"[[42, 1]]",25.53,7
0,What was my biggest transaction amount in business?,"[[26, 1]]",175.22,7
0,What was my smallest transaction amount in business?,"[[32, 1]]",83.16,7
0,What was my biggest transaction amount in government?,"[[28, 1]]",245.75,7
0,What was my smallest transaction amount in government?,"[[17, 1]]",8.88,7
0,What was my biggest transaction amount in airlines?,"[[0, 1]]",241.05,7
0,What was my smallest transaction amount in airlines?,"[[14, 1]]",7.51,7
0,What was my biggest transaction amount in lodging?,"[[40, 1]]",246.35,7
0,What was my smallest transaction amount in lodging?,"[[47, 1]]",27.24,7
0,What was my biggest transaction amount in professional?,"[[10, 1]]",53.67,7
0,What was my smallest transaction amount in professional?,"[[10, 1]]",53.67,7
1,How many transactions were made between 1690036703 and 1701006888?,"[[31, 0], [32, 0], [33, 0], [34, 0], [35, 0], [36, 0], [37, 0], [38, 0], [39, 0], [40, 0], [41, 0], [42, 0], [43, 0], [44, 0], [45, 0]]",15,1
1,How many transactions were made between 1680550672 and 1693400813?,"[[12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [29, 0], [30, 0], [31, 0], [32, 0], [33, 0], [34, 0], [35, 0]]",24,1
1,How many transactions were made between 1695148327 and 1700621970?,"[[39, 0], [40, 0], [41, 0], [42, 0], [43, 0], [44, 0]]",6,1
1,How many transactions were made between 1688137666 and 1694215353?,"[[28, 0], [29, 0], [30, 0], [31, 0], [32, 0], [33, 0], [34, 0], [35, 0], [36, 0]]",9,1
1,"Between 1674779068 and 1682474674, how many transactions were made?","[[4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0]]",12,1
1,What category did I spend the most on?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",lodging,3
1,What was my biggest spending category?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",lodging,3
1,What category did I spend the least on?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",professional,4
1,What was my smallest spending category?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",professional,4
1,What spending category am I most inconsistent in from 1691921686 to 1703826706?,"[[34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",transportation,5
1,What category am I least consistent in?,"[[34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",transportation,5
1,What spending category am I most consistent in from 1691921686 to 1703826706?,"[[34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,6
1,What spending category am I most inconsistent in from 1679928623 to 1703826706?,"[[11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",business,5
1,What category am I least consistent in?,"[[11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",business,5
1,What spending category am I most consistent in from 1679928623 to 1703826706?,"[[11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",airlines,6
1,What spending category am I most inconsistent in from 1703308329 to 1703826706?,"[[47, 3]]",retail,5
1,What category am I least consistent in?,"[[47, 3]]",retail,5
1,What spending category am I most consistent in from 1703308329 to 1703826706?,"[[47, 3]]",retail,6
1,What spending category am I most inconsistent in from 1680550672 to 1703826706?,"[[12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",business,5
1,What category am I least consistent in?,"[[12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",business,5
1,What spending category am I most consistent in from 1680550672 to 1703826706?,"[[12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",airlines,6
1,What spending category am I most inconsistent in from 1695178400 to 1703826706?,"[[40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",transportation,5
1,What category am I least consistent in?,"[[40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",transportation,5
1,What spending category am I most consistent in from 1695178400 to 1703826706?,"[[40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,6
1,What spending category am I most inconsistent in from 1680550672 to 1703826706?,"[[12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",business,5
1,What category am I least consistent in?,"[[12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",business,5
1,What spending category am I most consistent in from 1680550672 to 1703826706?,"[[12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",airlines,6
1,What spending category am I most inconsistent in from 1688137666 to 1703826706?,"[[28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
1,What category am I least consistent in?,"[[28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
1,What spending category am I most consistent in from 1688137666 to 1703826706?,"[[28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,6
1,What spending category am I most inconsistent in from 1672682923 to 1703826706?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",business,5
1,What category am I least consistent in?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",business,5
